step,fx,fy,fz,gx,gy,gz,theta_tcn,theta_fuzzyakf,accel_weight,accel_norm,fuzzy_innovation,fuzzy_nis,min_covariance_eigenvalue,gyro_energy,gyro_vibration_feature,P_tcn_base,P_tcn,P_fuzzyakf_total,cross_error_total,S,NIS,innovation,K_raw,K_eff,Kmax,NIS_weight,quality_weight,correction_prev,correction,target_correction,theta_fused,theta_tcn_abs,fallback,fallback_reason_code,innovation_gate_flag,innovation_min_gate,slope_gate,nis_downweight_flag,nis_reject_flag,Kmax_cap_flag,rate_limit_flag,observer_valid,tcn_ready,regime_index,quality_score,quality_bin,p_help,v7_gate,label_main,label_turn,conf_main
11,2.2629417131823,-0.0382802965588479,9.80167706640403,-0.00272381692456258,0.00196401920624383,-0.00168120603807188,0,0.0680403501321126,0.0386639550739482,10.0595846779296,0.163235330026353,2.10645338214558,9.96498988421781e-05,3.42708075178145e-06,0.00528925036298127,0.00108957462948209,0.00108957462948209,0.00163392086322493,0.000322193307619931,0.00207910887746715,2.22666994320196,0.0680403501321126,0.369091455564852,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.852465025213271,3,0.450808312049314,0,1,0,1
12,2.32387273308874,-0.00426715735597407,9.79228816491379,-0.00159180299732807,0.000487331424947009,0.00125430558271486,0,0.0723506650863915,0.0385569315025493,10.0642590483819,0.164955190468423,2.14678916734026,9.95698769410104e-05,3.47295727393603e-06,0.00532453487395543,0.00108957462948209,0.00108957462948209,0.00163392086322493,0.000322193307619931,0.00207910887746715,2.51772227764243,0.0723506650863915,0.369091455564852,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.854752435601787,3,0.477530798186493,0,1,0,1
13,2.36868127348958,-0.00976536151366385,9.76915707558122,0.00187389767653828,-0.00104456524949609,-0.000783559704714693,0,0.0765839465826468,0.0388315948426227,10.0522224560066,0.165527411586156,2.17816006332125,9.94799561768282e-05,3.56013815391138e-06,0.00539095096219838,0.00108957462948209,0.00108957462948209,0.00163392086322493,0.000322193307619931,0.00207910887746715,2.82096860714615,0.0765839465826468,0.369091455564852,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.856487135474919,3,0.450808312049314,0,1,0,1
14,2.37699263645913,0.066127270823675,9.7767410876008,-0.000996801492420133,7.63679083517044e-05,0.00118795396644809,0,0.0806142214747339,0.0386133827765333,10.0617659038416,0.161906733312768,2.07381781694611,9.93797123080925e-05,3.50266524117165e-06,0.00534725963856418,0.00108957462948209,0.00108957462948209,0.00163392086322493,0.000322193307619931,0.00207910887746715,3.12569138365392,0.0806142214747339,0.369091455564852,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.850585116171446,3,0.450808312049314,0,1,0,1
15,2.39360169177791,0.0264251295821428,9.79321698956437,0.00286747919064584,0.00020888164676348,-0.0026781544935107,0,0.0844403042703247,0.0381623932952216,10.0815240093474,0.15908846860889,1.98061075355457,9.92687290908878e-05,4.09946097622572e-06,0.00578489304663676,0.00108957462948209,0.00108957462948209,0.00163392086322493,0.000322193307619931,0.00207910887746715,3.42943318771802,0.0844403042703247,0.369091455564852,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.844952052439058,3,0.447072861399275,0,1,0,1
16,2.36628980597361,0.0566005900771365,9.76086672585013,-0.000512333185596589,-0.00127661553888897,-0.00231149500026984,0,0.0881122385102153,0.0390208680003273,10.0437567828209,0.153398935220743,1.88295692511066,9.91464834719884e-05,4.25625001058788e-06,0.00589448030326808,0.00108957462948209,0.00108957462948209,0.00163392086322493,0.000322193307619931,0.00207910887746715,3.73417989765845,0.0881122385102153,0.369091455564852,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.838727156219975,3,0.417414521557765,0,1,0,1
17,2.27656669608159,0.0327468536206381,9.75651057701798,0.000270604731598882,-0.00223008882465692,-0.000214274383443505,0,0.091455256757146,0.0396139050336005,10.0186489567004,0.141133778751015,1.61843082504669,9.90124941436949e-05,4.29805933995966e-06,0.00592336042239101,0.00108957462948209,0.00108957462948209,0.00163392086322493,0.000322193307619931,0.00207910887746715,4.02290812143754,0.091455256757146,0.369091455564852,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.819731748045779,3,0.419626571422284,0,1,0,1
18,2.23222806062625,0.0385033320314058,9.71562920618306,0.000518418621466165,-0.00273320855626258,-0.00218485094173705,0,0.0946579337437018,0.0408420836500823,9.96884022809384,0.1343947387459,1.51279473142026,9.88661804821682e-05,4.70879439879763e-06,0.00619993047939801,0.00108957462948209,0.00108957462948209,0.00163392086322493,0.000322193307619931,0.00207910887746715,4.30959846198271,0.0946579337437018,0.369091455564852,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.811168177752087,3,0.457122741536033,0,1,0,1
19,2.17711406012949,0.0603544686061368,9.7951487335084,-0.000715902945435224,0.000256712242446795,0.000525318423211327,0,0.0974663072666395,0.0392383880345872,10.0343613152131,0.124032829313176,1.23973692236216,9.87073465768433e-05,4.51607356128126e-06,0.00607173011774273,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,3.70231162593073,0.0974663072666395,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.78496777846096,2,0.425422925993711,0,1,0,1
20,2.15194712287115,0.0047049286827557,9.79038358556707,-0.00443868311870688,3.20018334406849e-05,-0.00316296113531287,0,0.100117018934443,0.0394703960963542,10.024096433521,0.118877546863567,1.14595909780454,9.85353837858293e-05,5.77563263767403e-06,0.00686644169363091,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,3.90642747530667,0.100117018934443,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.773304444176109,2,0.427646262768031,0,1,0,1
21,2.09643509550897,0.00881739440148052,9.77341242979584,-0.00144073071364236,0.000130445376350934,0.000543184985429127,0,0.102589886888129,0.0401592519915417,9.9957345092301,0.111164753995662,1.01966058250438,9.83497310172744e-05,5.6062395514823e-06,0.00676499969167974,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,4.10178647259591,0.102589886888129,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.754756069440276,2,0.438332954452629,0,1,0,1
22,1.99107485860372,-0.00300222258804198,9.80488766399762,0.0021194404408144,-7.2799259481542e-05,0.000211404972265931,0,0.104710198947106,0.0399322935670478,10.0050092558436,0.097735898441823,0.784189914895575,9.81500476064987e-05,5.55302855274015e-06,0.00673281852781516,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,4.27308877957679,0.104710198947106,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.713307389942603,2,0.438332954452629,0,1,0,1
23,2.01570740980538,0.0533722109969434,9.73543422403161,0.00113145242856147,0.00194809326257569,-0.000281031676678969,0,0.106927691708366,0.0415286030739167,9.94206238590852,0.0994123972320966,0.843413066709078,9.79354741583821e-05,5.53308866315752e-06,0.0067207195090744,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,4.45599125432103,0.106927691708366,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.725461446770296,2,0.465284537263612,0,1,0,1
24,1.87295247574055,0.0178649473375004,9.77262315913295,-0.000274816831330874,0.00296272494934713,-0.000659536400140389,0,0.108738299492174,0.0413055709809625,9.95049916050183,0.0823764374017368,0.576330915927066,9.77058399708191e-05,5.72084681396849e-06,0.00683379764977791,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,4.60817560489011,0.108738299492174,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.662300951666081,2,0.465284537263612,0,1,0,1
25,1.85519195085957,0.00675324138885254,9.75052657322586,-0.00211505795339364,0.000314737976463535,-0.00224208122050275,0,0.110450067888856,0.0419677441502934,9.92544967424585,0.0792526953637888,0.542050669287673,9.74604547712226e-05,5.91477739023872e-06,0.00694866153033613,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,4.75440222855481,0.110450067888856,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.653403526649457,2,0.465284537263612,0,1,0,1
26,1.74975497468317,0.00944601268899395,9.7588847333239,-0.00136500979107425,0.000722427985786643,-0.000218431775649445,0,0.111939787237337,0.0438739154960275,9.91451274329135,0.0669306218288739,0.403946308631891,9.71983405340155e-05,5.74068183897627e-06,0.00684563429417627,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,4.88351921371651,0.111939787237337,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.611164820497794,2,0.465284537263612,0,1,0,1
27,1.65393122382534,0.0381565639006594,9.79610193564246,0.000301397911081203,0.000181175906319782,-0.00144884349963976,0,0.11333546807568,0.051019053102369,9.9348154260666,0.0552899307411352,0.319577588431914,9.69166476351917e-05,5.56478839184162e-06,0.00673994391779588,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,5.00605517244785,0.11333546807568,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.575083771754142,2,0.465284537263612,0,1,0,1
28,1.64509127030255,0.0831362441967944,9.78369769159396,-0.000483192966588158,0.00234569529601163,-0.00420302727702887,0,0.114728024945619,0.0532720556410476,9.92138989472875,0.0532010221511024,0.308798853835029,9.66156372621945e-05,6.45660898005654e-06,0.00725995950967319,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,5.12983009360342,0.114728024945619,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.569811258291704,2,0.465284537263612,0,1,0,1
29,1.61684036024993,0.0211572670075974,9.82869671566055,-0.00216771891397194,0.000355383527419576,-0.00401624015787908,0,0.116006502816752,0.0558718405297706,9.9608182148314,0.0482811416448178,0.266575068465859,9.62940381031782e-05,7.18155291841939e-06,0.00765669130780492,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,5.24479618070047,0.116006502816752,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.546136674876029,2,0.465284537263612,0,1,0,1
30,1.55978591436818,0.0115424715050481,9.7966660682471,-0.00236029146529716,9.53367892188887e-05,-0.000405171819003809,0,0.117263062690311,0.0651845027438529,9.92006710562252,0.0418530681803943,0.232872817340041,9.59467945858032e-05,7.10968672787082e-06,0.00761828451838254,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,5.35903276627995,0.117263062690311,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.524531021068552,2,0.465284537263612,0,1,0,1
31,1.45753765768879,0.00570233403776793,9.76974308871415,0.00136956965532101,0.00145698146714415,0.000284041724776415,0,0.118481586063515,0.0879769425606602,9.87787064906563,0.0307876316292619,0.168532236923162,9.55619446796711e-05,6.95816217836686e-06,0.00753666530403438,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,4.01893798879884,0.118481586063515,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.477012815079663,1,0.465284537263612,0,1,0,1
32,1.49019612169993,0.0148499885880741,9.84388965542341,0.00054270563469427,0.00217367410647672,-0.000646263642214896,0,0.119572211229209,0.077893360774381,9.95605687767214,0.0317062189302409,0.159141082696242,9.51551431923585e-05,6.88210633056577e-06,0.00749536255569757,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,5.57217141249989,0.119572211229209,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.510229824843721,2,0.465284537263612,0,1,0,1
33,1.39939796409386,0.0232656499105469,9.7996928983149,-0.00121117373710399,0.00187176979754347,-0.000837370435869246,0,0.120604551518856,0.109734688576316,9.8991331364751,0.0222166640164397,0.108776413606264,9.46932988091993e-05,6.8215836762032e-06,0.00746233189805712,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,4.1642518056316,0.120604551518856,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.470617425852217,1,0.465284537263612,0,1,0,1
34,1.29533956501428,-0.0156966268407363,9.83871547472108,3.3496729203012e-05,-0.000296492023424316,0.00321211662827393,0,0.121293237581355,0.169657348436014,9.92363205511479,0.0102681957062442,0.035178106597297,9.41319175795405e-05,7.00084063161581e-06,0.00755974334496626,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,4.21194569934775,0.121293237581355,0.88236688806096,0,1,1,0,0,0,0,0,0,1,74,1,1,0,0,0,0,0,1,0,1,0.491661618622545,1,0.716978919552518,1,1,0,1
35,1.24860101791175,0.0213722179041937,9.79963840908426,0.000519674244586382,0.000614296629070619,-0.000113623826647071,0,0.12182975241446,0.267187745048444,9.87888527225759,0.00539528034583674,0.0148417588585684,9.3376492553403e-05,6.68381520218281e-06,0.00738659304094335,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,4.24928939959019,0.12182975241446,0.88236688806096,0,1,1,0,0,0,0,0,0,1,74,1,1,0,0,0,0,0,1,0,1,0.4353573870284,1,0.801362140898751,1,1,0,1
36,1.20188797576959,0.0627515520015135,9.80629206134226,0.00155464077676166,0.00146829073713671,-0.00128825349826046,0,0.12189070915142,0.46359753205565,9.87987026513619,7.42138560406863e-05,4.62643987225346e-06,9.20973746774927e-05,6.66124357753926e-06,0.00737411002034532,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,4.25354267288781,0.12189070915142,0.88236688806096,0,1,1,0,0,0,0,0,0,1,74,1,1,0,0,0,0,0,1,0,1,0.437576001736883,1,0.801362140898751,1,1,0,1
37,1.128116045886,0.0407122866997932,9.82248120625745,-5.2254028163878e-05,-0.000516192704850442,0.00110968977975552,0,0.121454125087389,0.22112871797814,9.88713509316802,-0.0075722303072517,0.0249943569509965,9.09803357495831e-05,6.403211238627e-06,0.00722987635800621,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,4.22312684812992,0.121454125087389,0.88236688806096,0,1,1,0,0,0,0,0,0,1,74,1,1,0,0,0,0,0,1,0,1,0.451747718754852,1,0.801362140898751,1,1,0,1
38,1.02372133124295,0.0187324103455327,9.78244316758727,-0.00151094289842954,0.00229838927561223,-0.00076676847394649,0,0.120815779560616,0.15041978352915,9.83588077369353,-0.0172432518658747,0.0901684487417914,8.98950304135645e-05,6.49072445655576e-06,0.00727911435325769,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,4.17885120539438,0.120815779560616,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.397368805335136,1,0.465284537263612,0,1,0,1
39,1.04325367289343,0.0174088413025111,9.73813578476044,-4.89622294380044e-05,0.00244275823480136,-0.0025375267542572,0,0.120221836547688,0.179525987309154,9.79387409844506,-0.0141510038045503,0.0720466708307839,8.85944297011569e-05,6.7866135898366e-06,0.00744317991613613,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,4.13786486073048,0.120221836547688,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.36767915618447,1,0.458745092211957,0,1,0,1
40,1.04074695079605,0.0358481455014515,9.75268861870969,-0.000387354690300057,-0.00135540125449804,-0.000780329243281788,0,0.119593989844876,0.189220343594381,9.8081279864527,-0.0139302989841128,0.0735584378639353,8.71091274656002e-05,6.57708640758042e-06,0.00732738024715319,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,4.09475853115795,0.119593989844876,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.370379198207829,1,0.469968742537161,0,1,0,1
41,1.00628273790748,-0.00571173168780743,9.81434255970189,0.00139020829806441,-0.00161641089479018,0.00148284275673455,0,0.119030266402073,0.139590265509332,9.8657973550882,-0.0174355547804484,0.0861899811909536,8.57131767081319e-05,6.58544638390158e-06,0.00733203559668346,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,4.05624704573854,0.119030266402073,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.396907771356156,1,0.465284537263612,0,1,0,1
42,0.927098571192262,0.0122991124620584,9.79108023442631,-0.00016555651770236,-4.67464859007333e-05,0.00213294782447536,0,0.118413586138882,0.112839029262386,9.83488257102481,-0.0246547891405315,0.140321242899932,8.43779305713625e-05,6.4851270955281e-06,0.00727597505663119,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,4.01432614883749,0.118413586138882,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.454115156737902,1,0.465284537263612,0,1,0,1
43,0.961299669331734,0.0117238228444001,9.78815952221114,0.00229859377610771,0.00204849403287584,-0.000444442911331854,0,0.117854120453646,0.130899986569123,9.83525807157759,-0.020568045053847,0.112892779662024,8.29066405639088e-05,6.6447402733378e-06,0.00736496963615826,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.97648298773181,0.117854120453646,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.426698167169807,1,0.465284537263612,0,1,0,1
44,0.909597417195118,0.0835883270680611,9.78169778613983,-0.00010085990349461,0.000988527127191642,0.000437032230102456,0,0.11726271765541,0.112941191486069,9.8242539690891,-0.0251703330615837,0.146566498407759,8.14956034850083e-05,6.37142104824466e-06,0.00721190684866589,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.93667440699086,0.11726271765541,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.459386088446755,1,0.465284537263612,0,1,0,1
45,0.86927902570284,0.0603149585252303,9.80263882416239,0.00265735442263127,-0.00108415078096786,-0.000968115170600107,0,0.116665023921727,0.0978737451755289,9.84129116710427,-0.0288334022728564,0.167308680246914,8.01531406754984e-05,6.51155811717729e-06,0.00729078709514641,0.00284980193900787,0.00284980193900787,0.000178637123814681,-0.000232247604340901,0.00349293427150435,3.89664584234942,0.116665023921727,0.88236688806096,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.476051072265561,1,0.465284537263612,0,1,0,1
46,0.794562307520879,-0.0109621303009856,9.86530872000977,7.66832631822546e-05,0.0018297016339399,0.00205790623110659,0,0.116123469621608,0.075006607803669,9.89726050833939,-0.0363427825813791,0.204781464911049,7.89394870478569e-05,6.56541353372453e-06,0.00732087511983371,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,5.25537793791471,0.116123469621608,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.504804895661142,2,0.465284537263612,0,1,0,1
47,0.753342339621033,0.00362240379729958,9.79206751406886,0.00228688501030784,0.00182417294852849,-0.000301360374078924,0,0.115527244522064,0.0764423961954475,9.82100422576825,-0.0393848576825754,0.245075260345131,7.77244717927036e-05,6.66955626061724e-06,0.00737870972660725,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,5.20154998737436,0.115527244522064,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.532726078032583,2,0.465284537263612,0,1,0,1
48,0.744771833207217,-0.0425997454170179,9.81337046770425,-0.00280234744886069,0.00147216140863802,-0.000852962139781173,0,0.114947562672375,0.0739138337900848,9.84168378674393,-0.0398180731332971,0.242386435389554,7.65336719548141e-05,6.87347619004234e-06,0.00749066150047052,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,5.14948124246839,0.114947562672375,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.530996242310932,2,0.465284537263612,0,1,0,1
49,0.679317058671084,0.0132873987046557,9.80656526684299,-0.00144251144887109,0.000384416151248118,0.00196091316249461,0,0.114344743641701,0.0659850099774418,9.83007479900419,-0.0458133419238455,0.286974303196149,7.54004616055656e-05,6.83349215495568e-06,0.00746884257621016,0.00109083141996135,0.00109083141996135,0.00134905366903603,-6.29966043373888e-05,0.00256587829767216,5.09561206014644,0.114344743641701,0.449681508801695,0,1,1,0,0,0,0,0,0,1,106,1,1,0,0,0,0,0,1,0,1,0.55800787918038,2,0.465284537263612,0,1,0,1
